original,status,updated_term,extraneous_text,confidence,error
Booksellers' catalogs New York (State) New York 1962. rbgenr,PROPOSED,Booksellers' catalogs,New York (State) New York 1962 rbgenr,0.98,
Booksellers' catalogs. rbgenr,PROPOSED,Booksellers' catalogs,rbgenr,1.0,
Booksellers' catalogs. rbmscv,PROPOSED,Booksellers' catalogs,rbmscv,1.0,
Booksellers' catalogues England London 20th century. rbgenr,PROPOSED,Booksellers' catalogs,England London 20th century rbgenr,0.98,
Booksellers' catalogues Maryland Baltimore. rbgenr,PROPOSED,Booksellers' catalogs,Maryland Baltimore rbgenr,0.98,
Booksellers' catalogues Massachusetts Boston. rbgenr,PROPOSED,Booksellers' catalogs,Massachusetts Boston rbgenr,0.98,
Booksellers' catalogues New Hampshire Portsmouth. rbgenr,PROPOSED,Booksellers' catalogs,New Hampshire Portsmouth rbgenr,0.98,
Booksellers' catalogues New York (State) New York. rbgenr,PROPOSED,Booksellers' catalogs,New York (State) New York rbgenr,0.98,
Booksellers' catalogues Pennsylvania Philadelphia. rbgenr,PROPOSED,Booksellers' catalogs,Pennsylvania Philadelphia rbgenr,0.98,
Booksellers' catalogues Rhode Island Providence. rbgenr,PROPOSED,Booksellers' catalogs,Rhode Island Providence rbgenr,0.98,
Booksellers' catalogues Virginia Williamsburg. rbgenr,PROPOSED,Booksellers' catalogs,Virginia Williamsburg rbgenr,0.98,
Booksellers' catalogues. rbgenr,PROPOSED,Booksellers' catalogs,rbgenr,1.0,
Booksellers' labels (Provenance) rbprov MMeT,PROPOSED,Booksellers' labels,(Provenance) rbprov MMeT,0.98,
Booksellers' labels. rbmscv CtY-BR,PROPOSED,Booksellers' labels,rbmscv CtY-BR,1.0,
Booksellers'advertisements. rbmscv,PROPOSED,Booksellers' advertisements,rbmscv,0.97,
Borders (Type evidence) rbtyp,PROPOSED,Borders,(Type evidence) rbtyp,0.98,
Bosses (Binding) 16th century. rbbin MMeT,REVIEW,,rbbin MMeT,0.0,
Bosses (Binding) rbbin,PROPOSED,Bosses (Bindings),rbbin,0.9696969696969697,
Brass clasps (Binding) rbbin,PROPOSED,Brass clasps,(Binding) rbbin,0.98,
Brass clasps (Binding) rbbin MMeT,PROPOSED,Brass clasps,(Binding) rbbin MMeT,0.98,
Breviaries. rbgenr,PROPOSED,Breviaries,rbgenr,1.0,
Broadsheet format. rbpri,PROPOSED,Broadsheet format,rbpri,1.0,
Broadside poems California San Francisco 20th century. rbgenr,PROPOSED,Broadside poems,California San Francisco 20th century rbgenr,0.98,
Broadside poems New York (State) Brooklyn 2016. rbgenr,PROPOSED,Broadside poems,New York (State) Brooklyn 2016 rbgenr,0.98,
Broadside poems. rbgenr,PROPOSED,Broadside poems,rbgenr,1.0,
Broadsides 1991. rbgenr,PROPOSED,Broadsides,1991 rbgenr,0.98,
Broadsides England London 18th century. rbgenr,PROPOSED,Broadsides,England London 18th century rbgenr,0.98,
Broadsides Florida Orange City 2014. rbgenr,PROPOSED,Broadsides,Florida Orange City 2014 rbgenr,0.98,
Broadsides New York (State) Brooklyn 2016. rbgenr,PROPOSED,Broadsides,New York (State) Brooklyn 2016 rbgenr,0.98,
Broadsides New York (State) New York 1921. rbgenr,PROPOSED,Broadsides,New York (State) New York 1921 rbgenr,0.98,
Broadsides New York 1974. rbgenr,PROPOSED,Broadsides,New York 1974 rbgenr,0.98,
Broadsides Pennsylvania Pittsburgh 2016. rbgenr,PROPOSED,Broadsides,Pennsylvania Pittsburgh 2016 rbgenr,0.98,
Broadsides Pennsylvania Pittsburgh 2016. rbmscv,PROPOSED,Broadsides,Pennsylvania Pittsburgh 2016 rbmscv,0.98,
Broadsides United States 2020. rbgenr,PROPOSED,Broadsides,United States 2020 rbgenr,0.98,
Broadsides. rbgenr,PROPOSED,Broadsides,rbgenr,1.0,
Broadsides. rbmscv,PROPOSED,Broadsides,rbmscv,1.0,
Buckeye laid (Paper) rbpap,REVIEW,,rbpap,0.0,
Burlesques. rbgenr,PROPOSED,Burlesques,rbgenr,1.0,
Business prospectus. rbgenr,REVIEW,,rbgenr,0.0,
Calendars 2020. rbgenr,PROPOSED,Calendars,2020 rbgenr,0.98,
Calendars New York (State) New York 1996. rbgenr,PROPOSED,Calendars,New York (State) New York 1996 rbgenr,0.98,
Calf bindings (Binding) 16th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) 16th century rbbin MMeT,0.98,
Calf bindings (Binding) 17th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) 17th century rbbin MMeT,0.98,
Calf bindings (Binding) 18th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) 18th century rbbin MMeT,0.98,
Calf bindings (Binding) 19th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) 19th century rbbin MMeT,0.98,
Calf bindings (Binding) 20th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) 20th century rbbin MMeT,0.98,
Calf bindings (Binding) Belgium 17th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) Belgium 17th century rbbin MMeT,0.98,
Calf bindings (Binding) England 18th century. rbbin MMeT,PROPOSED,Calf bindings,(Binding) England 18th century rbbin MMeT,0.98,
Calf bindings (Binding) England London 18th century rbbin MMeT,PROPOSED,Calf bindings,(Binding) England London 18th century rbbin MMeT,0.98,
Calf bindings (Binding) England. rbbin MMeT,PROPOSED,Calf bindings,(Binding) England rbbin MMeT,0.98,
Calf bindings (Binding) rbbin,PROPOSED,Calf bindings,(Binding) rbbin,0.98,
Calf bindings (Binding) rbbin MMeT,PROPOSED,Calf bindings,(Binding) rbbin MMeT,0.98,
Calf bindings (Binding). rbbin MMeT,PROPOSED,Calf bindings,(Binding) rbbin MMeT,0.98,
Calf bindings (Bindings) rbbin,PROPOSED,Calf bindings,(Bindings) rbbin,0.98,
Calf bindings (Bindings) rbbin MMeT,PROPOSED,Calf bindings,(Bindings) rbbin MMeT,0.98,
Calf bindings (Bindings). rbbin MMeT,PROPOSED,Calf bindings,(Bindings) rbbin MMeT,0.98,
Calf bindings. rbmscv MMeT,PROPOSED,Calf bindings,rbmscv MMeT,1.0,
Campaign literature 1832 National Republican. rbgenr,PROPOSED,Campaign literature,1832 National Republican rbgenr,0.98,
Campaign literature 1848 Whig. rbgenr,PROPOSED,Campaign literature,1848 Whig rbgenr,0.98,
Campaign literature 1852. rbgenr,PROPOSED,Campaign literature,1852 rbgenr,0.98,
Campaign literature 1860 Democratic (Southern) rbgenr,PROPOSED,Campaign literature,1860 Democratic (Southern) rbgenr,0.98,
Campaign literature 1860 Republican. rbgenr,PROPOSED,Campaign literature,1860 Republican rbgenr,0.98,
Campaign literature 1860 United States. rbgenr,PROPOSED,Campaign literature,1860 United States rbgenr,0.98,
Campaign literature 1864 Republican. rbgenr,PROPOSED,Campaign literature,1864 Republican rbgenr,0.98,
Campaign literature. rbgenr,PROPOSED,Campaign literature,rbgenr,1.0,
Cancel leaves (Printing) rbmscv,PROPOSED,Cancel leaves,(Printing) rbmscv,0.98,
Cancel leaves (Printing) rbpri,PROPOSED,Cancel leaves,(Printing) rbpri,0.98,
Cancel leaves (Printing). rbpri,PROPOSED,Cancel leaves,(Printing) rbpri,0.98,
Cancel leaves (Publishing) Great Britain 18th century. rbpub,PROPOSED,Cancel leaves,(Publishing) Great Britain 18th century rbpub,0.98,
Cancel leaves (Publishing) United States 20th century. rbpub,PROPOSED,Cancel leaves,(Publishing) United States 20th century rbpub,0.98,
Cancellation (Printing) rbmscv,PROPOSED,Cancellation,(Printing) rbmscv,0.98,
Cancellation (Printing) rbpri,PROPOSED,Cancellation,(Printing) rbpri,0.98,
Cancellation (Publishing) England London 1902. rbpub CtY-BR,PROPOSED,Cancellation,(Publishing) England London 1902 rbpub CtY-BR,0.98,
Cancellation (Publishing) rbpub CtY-BR,PROPOSED,Cancellation,(Publishing) rbpub CtY-BR,0.98,
Cancelled leaves (Publishing) Great Britain 18th century. rbpub,PROPOSED,Cancelled leaves,(Publishing) Great Britain 18th century rbpub,0.98,
Captivity Narratives New York Canandaigua 1824. rbgenr,PROPOSED,Captivity narratives,New York Canandaigua 1824 rbgenr,0.98,
Captivity narratives. rbgenr,PROPOSED,Captivity narratives,rbgenr,1.0,
Captivity narratives. rbmscv,PROPOSED,Captivity narratives,rbmscv,1.0,
Cardboard. rbpap,REVIEW,,rbpap,0.0,
Caricatures 1871. rbgenr,PROPOSED,Caricatures,1871 rbgenr,0.98,
Caricatures 1976. rbgenr,PROPOSED,Caricatures,1976 rbgenr,0.98,
Caricatures Great Britain 19th century. rbgenr,PROPOSED,Caricatures,Great Britain 19th century rbgenr,0.98,
Caricatures rbgenr,PROPOSED,Caricatures,rbgenr,1.0,
Caricatures. rbgenr,PROPOSED,Caricatures,rbgenr,1.0,
Carriers' addresses 1755. rbgenr,PROPOSED,Carriers' addresses,1755 rbgenr,0.98,
Carriers' addresses 1756. rbgenr,PROPOSED,Carriers' addresses,1756 rbgenr,0.98,
Carriers' addresses 1758. rbgenr,PROPOSED,Carriers' addresses,1758 rbgenr,0.98,
Carriers' addresses 1759. rbgenr,PROPOSED,Carriers' addresses,1759 rbgenr,0.98,
Carriers' addresses 1760. rbgenr,PROPOSED,Carriers' addresses,1760 rbgenr,0.98,
Carriers' addresses 1764. rbgenr,PROPOSED,Carriers' addresses,1764 rbgenr,0.98,
Carriers' addresses 1765. rbgenr,PROPOSED,Carriers' addresses,1765 rbgenr,0.98,
Carriers' addresses 1768. rbgenr,PROPOSED,Carriers' addresses,1768 rbgenr,0.98,
Carriers' addresses 1780. rbgenr,PROPOSED,Carriers' addresses,1780 rbgenr,0.98,
Carriers' addresses 1781. rbgenr,PROPOSED,Carriers' addresses,1781 rbgenr,0.98,
Carriers' addresses 1782. rbgenr,PROPOSED,Carriers' addresses,1782 rbgenr,0.98,
Carriers' addresses 1783. rbgenr,PROPOSED,Carriers' addresses,1783 rbgenr,0.98,
Carriers' addresses 1785. rbgenr,PROPOSED,Carriers' addresses,1785 rbgenr,0.98,
Carriers' addresses 1786. rbgenr,PROPOSED,Carriers' addresses,1786 rbgenr,0.98,
Carriers' addresses 1790. rbgenr,PROPOSED,Carriers' addresses,1790 rbgenr,0.98,
Carriers' addresses 1794. rbgenr,PROPOSED,Carriers' addresses,1794 rbgenr,0.98,
Carriers' addresses 1796. rbgenr,PROPOSED,Carriers' addresses,1796 rbgenr,0.98,
Carriers' addresses 1800. rbgenr,PROPOSED,Carriers' addresses,1800 rbgenr,0.98,
Cartoons - United States. rbgenr,PROPOSED,Cartoons,- United States rbgenr,0.98,
Cartoons England 20th century. rbgenr,PROPOSED,Cartoons,England 20th century rbgenr,0.98,
Cartoons United States. rbgenr,PROPOSED,Cartoons,United States rbgenr,0.98,
Cartoons rbgenr,PROPOSED,Cartoons,rbgenr,1.0,
Cartoons. rbgenr,PROPOSED,Cartoons,rbgenr,1.0,
Cartouches (Type evidence) England London 1767. rbtyp,PROPOSED,Cartouches,(Type evidence) England London 1767. rbtyp,0.98,
Case bindings (Binding) rbmscv,PROPOSED,Case bindings,(Binding) rbmscv,0.98,
Case bindings. rbmscv,PROPOSED,Case bindings,rbmscv,1.0,
Cast lists England London 18th century. rbgenr,PROPOSED,Cast lists,England London 18th century rbgenr,0.98,
Cast lists New York (State) New York 19th century. rbgenr,PROPOSED,Cast lists,New York (State) New York 19th century rbgenr,0.98,
Cast lists. rbgenr,PROPOSED,Cast lists,rbgenr,1.0,
Catalogs 20th century. rbgenr,PROPOSED,Catalogs,20th century rbgenr,0.98,
Catalogs New Jersey Princeton 20th century. rbgenr,PROPOSED,Catalogs,New Jersey Princeton 20th century rbgenr,0.98,
Catalogs New York (State) New York 20th century. rbgenr,PROPOSED,Catalogs,New York (State) New York 20th century rbgenr,0.98,
Catalogs. rbgenr,PROPOSED,Catalogs,rbgenr,1.0,
Catalogues. rbgenr,PROPOSED,Catalogs,rbgenr,1.0,
Catches (Binding) rbbin,PROPOSED,Catches,(Binding) rbbin,0.98,
Catches (Binding) rbbin MMeT,PROPOSED,Catches,(Binding) rbbin MMeT,0.98,
Catchwords (Printing) England 17th century. rbpri,PROPOSED,Catchwords,(Printing) England 17th century rbpri,0.98,
Catchwords (Printing) rbpri,PROPOSED,Catchwords,(Printing) rbpri,0.98,
Catechisms Sweden Stockholm 17th century. rbgenr,PROPOSED,Catechisms,Sweden Stockholm 17th century rbgenr,0.98,
Catechisms. rbgenr,PROPOSED,Catechisms,rbgenr,1.0,
Catechisms. rbmscv,PROPOSED,Catechisms,rbmscv,1.0,
Celestial atlases Italy Bologna 17th century. rbgenr,PROPOSED,Celestial atlases,Italy Bologna 17th century rbgenr,0.98,
Celestial atlases Italy Venice 16th century. rbgenr,PROPOSED,Celestial atlases,Italy Venice 16th century rbgenr,0.98,
Celestial atlases. rbgenr,PROPOSED,Celestial atlases,rbgenr,1.0,
Century sermons 1773. rbgenr,PROPOSED,Century sermons,1773 rbgenr,0.98,
Century sermons 1773. rbmscv,PROPOSED,Century sermons,1773 rbmscv,0.98,
Century sermons 1794. rbgenr,PROPOSED,Century sermons,1794 rbgenr,0.98,
Century sermons 1794. rbmscv,PROPOSED,Century sermons,1794 rbmscv,0.98,
Century sermons 1795. rbgenr,PROPOSED,Century sermons,1795 rbgenr,0.98,
Certificates. rbgenr,PROPOSED,Certificates,rbgenr,1.0,
Chained bindings (Bindings) Italy 2007. rbbin,PROPOSED,Chained bindings,(Bindings) Italy 2007 rbbin,0.98,
Chainlines (Paper) rbpap,PROPOSED,Chainlines,(Paper) rbpap,0.98,
Chapbooks 1800. rbgenr,PROPOSED,Chapbooks,1800 rbgenr,0.98,
Chapbooks. rbgenr,PROPOSED,Chapbooks,rbgenr,1.0,
Children's literature. rbgenr,REVIEW,,rbgenr,0.0,
Children's poetry. rbgenr,REVIEW,,rbgenr,0.0,
Children's sermons. rbgenr,PROPOSED,Children's sermons,rbgenr,1.0,
Choir books. rbgenr,PROPOSED,Choir books,rbgenr,1.0,
Christmas sermons 1773. rbgenr,PROPOSED,Christmas sermons,1773 rbgenr,0.98,
Christmas sermons 1773. rbmscv,PROPOSED,Christmas sermons,1773 rbmscv,0.98,
Chronicles. rbgenr,PROPOSED,Chronicles,rbgenr,1.0,
Clamshell boxes rbmscv,PROPOSED,Clamshell boxes,rbmscv,1.0,
Clamshell boxes. rbmscv,PROPOSED,Clamshell boxes,rbmscv,1.0,
Clasp plates (Binding) rbbin MMeT,PROPOSED,Clasp plates,(Binding) rbbin MMeT,0.98,
Clasps (Binding) 16th century. rbbin MMeT,PROPOSED,Clasps,(Binding) 16th century rbbin MMeT,0.98,
Clasps (Binding) rbbin,PROPOSED,Clasps,(Binding) rbbin,0.98,
Clasps (Binding) rbbin MMeT,PROPOSED,Clasps,(Binding) rbbin MMeT,0.98,
Clasps (Binding). rbbin MMeT,PROPOSED,Clasps,(Binding) rbbin MMeT,0.98,
Clippings California 19th century Reproductions. rbgenr,PROPOSED,Clippings,California 19th century Reproductions rbgenr,0.98,
Clippings. rbgenr,PROPOSED,Clippings,rbgenr,1.0,
Cloth bindings (Binding) 18th century. rbbin MMeT,PROPOSED,Cloth bindings,(Binding) 18th century rbbin MMeT,0.98,
Cloth bindings (Binding) rbmscv,PROPOSED,Cloth bindings,(Binding) rbmscv,0.98,
Cloth bindings. rbmscv,PROPOSED,Cloth bindings,rbmscv,1.0,
Cloth bindings. rbmscv MMeT,PROPOSED,Cloth bindings,rbmscv MMeT,1.0,
Cloth impression marks (Paper) rbpap,PROPOSED,Cloth impression marks,(Paper) rbpap,0.98,
Cloth printings (Printing) rbpri,PROPOSED,Cloth printings,(Printing) rbpri,0.98,
Cloth printings. rbmscv,PROPOSED,Cloth printings,rbmscv,1.0,
Cloth tapes. rbmscv,PROPOSED,Cloth tapes,rbmscv,1.0,
Cloth wrappers England London 19th century. rbbin,PROPOSED,Cloth wrappers,England London 19th century rbbin,0.98,
Collected Works. rbgenr,REVIEW,,rbgenr,0.0,
College catalogs. rbgenr,REVIEW,,rbgenr,0.0,
College stories. rbgenr,REVIEW,,rbgenr,0.0,
Colophons (Printing) rbpri,PROPOSED,Colophons,(Printing) rbpri,0.98,
Color printing (Printing) 2011. rbpri,PROPOSED,Color printing,(Printing) 2011 rbpri,0.98,
Color printing (Printing) 20th century. rbpri,PROPOSED,Color printing,(Printing) 20th century rbpri,0.98,
Color printing (Printing) Netherlands Amsterdam 18th century. rbpri,PROPOSED,Color printing,(Printing) Netherlands Amsterdam 18th century rbpri,0.98,
Color printing (Printing) Plates. rbpri,PROPOSED,Color printing,(Printing) Plates rbpri,0.98,
Color printing (Printing) United States 21st century. rbpri,PROPOSED,Color printing,(Printing) United States 21st century rbpri,0.98,
Color printing (Printing) rbpri,PROPOSED,Color printing,(Printing) rbpri,0.98,
Color printing (Printing). rbpri,PROPOSED,Color printing,(Printing) rbpri,0.98,
Color printing. rbmscv,PROPOSED,Color printing,rbmscv,1.0,
Colored papers (Paper) England London 18th century. rbpap,PROPOSED,Colored papers,(Paper) England London 18th century rbpap,0.98,
Coloring books. rbgenr (uri) http://id.loc.gov/authorities/subjects/gf2017026082,PROPOSED,Coloring books,rbgenr (uri),1.0,
Comedies France 19th century. rbgenr,PROPOSED,Comedies,France 19th century rbgenr,0.98,
Comedies Germany Leipzig 1930. rbgenr,PROPOSED,Comedies,Germany Leipzig 1930 rbgenr,0.98,
Comedies Italy Venice 16th century. rbgenr,PROPOSED,Comedies,Italy Venice 16th century rbgenr,0.98,
Comedies United States 20th century. rbgenr,PROPOSED,Comedies,United States 20th century rbgenr,0.98,
Comedies. rbgenr,PROPOSED,Comedies,rbgenr,1.0,
Comic books California Berkeley 1969-1971. rbgenr,PROPOSED,Comic books,California Berkeley 1969-1971 rbgenr,0.98,
Comic books California Berkeley 1972-1974. rbgenr,PROPOSED,Comic books,California Berkeley 1972-1974 rbgenr,0.98,
Comic books California San Francisco 20th century. rbgenr,PROPOSED,Comic books,California San Francisco 20th century rbgenr,0.98,
Comic books Wisconsin Milwaukee 1972-1981. rbgenr,PROPOSED,Comic books,Wisconsin Milwaukee 1972-1981 rbgenr,0.98,
Comic books Wisconsin Princeton 1972-1981. rbgenr,PROPOSED,Comic books,Wisconsin Princeton 1972-1981 rbgenr,0.98,
Comic books. rbgenr,PROPOSED,Comic books,rbgenr,1.0,
Comic books. rbmscv,PROPOSED,Comic books,rbmscv,1.0,
Comic histories Great Britain 19th century. rbgenr,PROPOSED,Comic histories,Great Britain 19th century rbgenr,0.98,
Comic histories. rbgenr,PROPOSED,Comic histories,rbgenr,1.0,
Commonplace books England London 17th century Manuscripts Facsimiles. rbgenr,PROPOSED,Commonplace books,England London 17th century Manuscripts Facsimiles rbgenr,0.98,
Commonplace books. rbgenr,PROPOSED,Commonplace books,rbgenr,1.0,
Composition errors (Printing) rbpri MMeT,REVIEW,,rbpri MMeT,0.0,
Concrete poems. rbgenr,PROPOSED,Concrete poems,rbgenr,1.0,
Conference proceedings. rbgenr,REVIEW,,rbgenr,0.0,
Congressional addresses 1796. rbgenr,PROPOSED,Congressional addresses,1796 rbgenr,0.98,
Congressional addresses 1820. rbgenr,PROPOSED,Congressional addresses,1820 rbgenr,0.98,
Congressional addresses 1830. rbgenr,PROPOSED,Congressional addresses,1830 rbgenr,0.98,
Congressional addresses 1838. rbgenr,PROPOSED,Congressional addresses,1838 rbgenr,0.98,
Congressional addresses 1846. rbgenr,PROPOSED,Congressional addresses,1846 rbgenr,0.98,
Congressional addresses 1848. rbgenr,PROPOSED,Congressional addresses,1848 rbgenr,0.98,
Congressional addresses 1850. rbgenr,PROPOSED,Congressional addresses,1850 rbgenr,0.98,
Congressional addresses 1854. rbgenr,PROPOSED,Congressional addresses,1854 rbgenr,0.98,
Congressional addresses 1855. rbgenr,PROPOSED,Congressional addresses,1855 rbgenr,0.98,
Congressional addresses 1856. rbgenr,PROPOSED,Congressional addresses,1856 rbgenr,0.98,
Congressional addresses 1858. rbgenr,PROPOSED,Congressional addresses,1858 rbgenr,0.98,
Congressional addresses 1860. rbgenr,PROPOSED,Congressional addresses,1860 rbgenr,0.98,
Congressional addresses 1861. rbgenr,PROPOSED,Congressional addresses,1861 rbgenr,0.98,
Congressional addresses 1862. rbgenr,PROPOSED,Congressional addresses,1862 rbgenr,0.98,
Congressional addresses 1864. rbgenr,PROPOSED,Congressional addresses,1864 rbgenr,0.98,
Congressional addresses 1865. rbgenr,PROPOSED,Congressional addresses,1865 rbgenr,0.98,
Congressional addresses United States 19th centur. rbgenr,PROPOSED,Congressional addresses,United States 19th centur rbgenr,0.98,
Congressional addresses United States 19th century. rbgenr,PROPOSED,Congressional addresses,United States 19th century rbgenr,0.98,
Congressional addresses. rbgenr,PROPOSED,Congressional addresses,rbgenr,1.0,
Congressional addresses. rbmscv,PROPOSED,Congressional addresses,rbmscv,1.0,
Constitutions. rbgenr,PROPOSED,Constitutions,rbgenr,1.0,
Contemporary bindings (Binding) 16th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) 16th century rbbin MMeT,0.98,
Contemporary bindings (Binding) 17th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) 17th century rbbin MMeT,0.98,
Contemporary bindings (Binding) 18th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) 18th century rbbin MMeT,0.98,
Contemporary bindings (Binding) Belgium 17th century. rbbin MMeT655,PROPOSED,Contemporary bindings,(Binding) Belgium 17th century rbbin MMeT655,0.98,
Contemporary bindings (Binding) England 17th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) England 17th century rbbin MMeT,0.98,
Contemporary bindings (Binding) England 18th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) England 18th century rbbin MMeT,0.98,
Contemporary bindings (Binding) France 16 century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) France 16 century rbbin MMeT,0.98,
Contemporary bindings (Binding) Germany 16th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) Germany 16th century rbbin MMeT,0.98,
Contemporary bindings (Binding) Italy 17th century. rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) Italy 17th century rbbin MMeT,0.98,
Contemporary bindings (Binding) rbbin,PROPOSED,Contemporary bindings,(Binding) rbbin,0.98,
Contemporary bindings (Binding) rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) rbbin MMeT,0.98,
Contemporary bindings(Binding) rbbin MMeT,PROPOSED,Contemporary bindings,(Binding) rbbin MMeT,0.98,
Contemporary bindings. rbmscv MMeT,PROPOSED,Contemporary bindings,rbmscv MMeT,1.0,
Convicts' addresses. rbgenr,PROPOSED,Convicts' addresses,rbgenr,1.0,
Cookbooks 1850-1859. rbgenr,PROPOSED,Cookbooks,1850-1859 rbgenr,0.98,
Cookbooks 1890-1899. rbgenr,PROPOSED,Cookbooks,1890-1899 rbgenr,0.98,
Cookbooks 1930-1939. rbgenr,PROPOSED,Cookbooks,1930-1939 rbgenr,0.98,
Cookbooks 1980-1989. rbgenr,PROPOSED,Cookbooks,1980-1989 rbgenr,0.98,
Cookbooks 2000-2009. rbgenr,PROPOSED,Cookbooks,2000-2009 rbgenr,0.98,
Cookbooks California 2018. rbgenr,PROPOSED,Cookbooks,California 2018 rbgenr,0.98,
Cookbooks England London 17th century. rbgenr,PROPOSED,Cookbooks,England London 17th century rbgenr,0.98,
Cookbooks France 1960-1969. rbgenr,PROPOSED,Cookbooks,France 1960-1969 rbgenr,0.98,
Cookbooks France Paris 17th century. rbgenr,PROPOSED,Cookbooks,France Paris 17th century rbgenr,0.98,
Cookbooks Germany Augsburg 18th century. rbgenr,PROPOSED,Cookbooks,Germany Augsburg 18th century rbgenr,0.98,
Cookbooks Italy 1970-1979. rbgenr,PROPOSED,Cookbooks,Italy 1970-1979 rbgenr,0.98,
Cookbooks Massachusetts Great Barrington 1960-1969. rbgenr,PROPOSED,Cookbooks,Massachusetts Great Barrington 1960-1969 rbgenr,0.98,
Cookbooks Pennsylvania 1865. rbgenr,PROPOSED,Cookbooks,Pennsylvania 1865 rbgenr,0.98,
Cookbooks United States 21st century. rbgenr,PROPOSED,Cookbooks,United States 21st century rbgenr,0.98,
Cookbooks. rbgenr,PROPOSED,Cookbooks,rbgenr,1.0,
Cookbooks. rbmscv,PROPOSED,Cookbooks,rbmscv,1.0,
Coptic bindings (Binding) 21st century. rbbin,PROPOSED,Coptic bindings,(Binding) 21st century rbbin,0.98,
Copyright notices (Publishing) rbpub,PROPOSED,Copyright notices,(Publishing) rbpub,0.98,
Copyright notices. rbmscv MMeT,PROPOSED,Copyright notices,rbmscv MMeT,1.0,
Corrected proofs (Printing) United States 21st century. rbpri,PROPOSED,Corrected proofs,(Printing) United States 21st century rbpri,0.98,
Corrected proofs (Printing) rbpri,PROPOSED,Corrected proofs,(Printing) rbpri,0.98,
Correspondence. rbgenr,PROPOSED,Correspondence,rbgenr,1.0,
Correspondence. rbmscv,PROPOSED,Correspondence,rbmscv,1.0,
Correspondence. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01184,PROPOSED,Correspondence,rbmscv,1.0,
Corrugated board bindings (Binding) Scotland Edinburgh 19th century. rbbin,PROPOSED,Corrugated board bindings,(Binding) Scotland Edinburgh 19th century rbbin,0.98,
Corrugated board bindings (Binding) rbmscv,PROPOSED,Corrugated board bindings,(Binding) rbmscv,0.98,
Corrugated board bindings. rbmscv,PROPOSED,Corrugated board bindings,rbmscv,1.0,
Cotton fibers (Paper) United States 21st century. rbpap,REVIEW,,rbpap,0.0,
Cotton fibers (Paper) rbpap,PROPOSED,Cotton fiber papers,rbpap,0.9,
Courtesy books 1961. rbgenr,PROPOSED,Courtesy books,1961 rbgenr,0.98,
Courtesy books. rbgenr,PROPOSED,Courtesy books,rbgenr,1.0,
Curtis Rag (paper). rbmscv,REVIEW,,rbmscv,0.0,
Dance of death 16th century. rbgenr,PROPOSED,Dance of death,16th century rbgenr,0.98,
Dance of death 17th century. rbgenr,PROPOSED,Dance of death,17th century rbgenr,0.98,
Deckled edge. rbpap,PROPOSED,Deckled edges,rbpap,0.96,
Deckled edges (Paper) rbmscv,PROPOSED,Deckled edges,(Paper) rbmscv,0.98,
Deckled edges (Paper) rbpap,PROPOSED,Deckled edges,(Paper) rbpap,0.98,
Deckled edges (Paper). rbpap CaBViV,PROPOSED,Deckled edges,(Paper) rbpap CaBViV,0.98,
Deckled edges. rbmscv,PROPOSED,Deckled edges,rbmscv,1.0,
Deckled edges. rbpap,PROPOSED,Deckled edges,rbpap,1.0,
Decorated edges (Binding) rbbin MMeT,PROPOSED,Decorated edges,(Binding) rbbin MMeT,0.98,
Decorated paper bindings (Binding) rbbin,PROPOSED,Decorated paper bindings,(Binding) rbbin,0.98,
Decorated paper bindings (Binding) rbbin MMeT,PROPOSED,Decorated paper bindings,(Binding) rbbin MMeT,0.98,
Decorated paper bindings (Binding). rbbin,PROPOSED,Decorated paper bindings,(Binding) rbbin,0.98,
Decorated papers (Binding) rbbin MMeT,PROPOSED,Decorated papers,(Binding) rbbin MMeT,0.98,
Decorated papers (Paper) New York (State) New York 19th century. rbpap,PROPOSED,Decorated papers,(Paper) New York (State) New York 19th century rbpap,0.98,
Decorated papers. rbpap,PROPOSED,Decorated papers,rbpap,1.0,
Dedicatees' copies (Provenance) 18th century rbprov MMeT,PROPOSED,Dedicatees' copies,(Provenance) 18th century rbprov MMeT,0.98,
Dedication sermons 1769. rbgenr,PROPOSED,Dedication sermons,1769 rbgenr,0.98,
Dedication sermons 1794. rbgenr,PROPOSED,Dedication sermons,1794 rbgenr,0.98,
Dedication sermons 1794. rbmscv,PROPOSED,Dedication sermons,1794 rbmscv,0.98,
Dedication sermons 1795. rbgenr,PROPOSED,Dedication sermons,1795 rbgenr,0.98,
