original,status,updated_term,extraneous_text,confidence,error
"Armorial bindings (Provenance) 18th century rbprov MMeT",PROPOSED,"Armorial bindings"," (Provenance) 18th century rbprov MMeT",0.90,
"Armorial bindings (Provenance) 18th century. rbprov MMeT",PROPOSED,"Armorial bindings"," (Provenance) 18th century. rbprov MMeT",0.90,
"Armorial bindings (Provenance) 19th century rbprov MMeT",PROPOSED,"Armorial bindings"," (Provenance) 19th century rbprov MMeT",0.90,
"Armorial bindings (Provenance) 19th century. rbprov MMeT",PROPOSED,"Armorial bindings"," (Provenance) 19th century. rbprov MMeT",0.90,
"Armorial bindings (Provenance) France 17th century rbprov MMeT",PROPOSED,"Armorial bindings"," (Provenance) France 17th century rbprov MMeT",0.90,
"Armorial bindings (Provenance) France Paris 18th century rbprov MMeT",PROPOSED,"Armorial bindings"," (Provenance) France Paris 18th century rbprov MMeT",0.90,
"Armorial bindings. rbmscv NjP",PROPOSED,"Armorial bindings",". rbmscv NjP",0.90,
"Armorial bookplates (Provenance) England London. rbprov MMeT",PROPOSED,"Armorial bookplates"," (Provenance) England London. rbprov MMeT",0.90,
"Armorial bookplates (Provenance) rbbin MMeT",PROPOSED,"Armorial bookplates"," (Provenance) rbbin MMeT",0.90,
"Armorial bookplates (Provenance) rbprov",PROPOSED,"Armorial bookplates"," (Provenance) rbprov",0.90,
"Armorial bookplates (Provenance) rbprov MMeT",PROPOSED,"Armorial bookplates"," (Provenance) rbprov MMeT",0.90,
"Armorial bookplates (Provenance). rbprov MMeT",PROPOSED,"Armorial bookplates"," (Provenance). rbprov MMeT",0.90,
"Armorial bookplates rbmscv",PROPOSED,"Armorial bookplates"," rbmscv",0.90,
"Armorial bookplates. rbmscv GEU",PROPOSED,"Armorial bookplates",". rbmscv GEU",0.90,
"Armorial bookplates. rbmscv MMeT",PROPOSED,"Armorial bookplates",". rbmscv MMeT",0.90,
"Armorial stamps (Provenance) Italy. rbprov MMeT",PROPOSED,"Armorial stamps"," (Provenance) Italy. rbprov MMeT",0.90,
"Armorial stamps (Provenance) rbprov MMeT",PROPOSED,"Armorial stamps"," (Provenance) rbprov MMeT",0.90,
"Armorial stamps (Provenance). rbprov",PROPOSED,"Armorial stamps"," (Provenance). rbprov",0.90,
"Artisits' books 2000-2009. rbgenr",REVIEW,"","","0.0","typo in original ('Artisits'); review or autocorrect to 'Artists' books' required"
"Artists' autographs (Provenance) Gardner 2011. rbprov",PROPOSED,"Authors' autographs", " (no — careful)","" ,0.0,
"Artists' autographs (Provenance) Gardner 2011. rbprov",PROPOSED,"Authors' autographs"," (Provenance) Gardner 2011. rbprov",0.90,"Note: prefer 'Artists' autographs (Provenance)' if listed — see rbms_terms.json"
"Artists' autographs (Provenance) Knudson 2013. rbprov",PROPOSED,"Authors' autographs"," (Provenance) Knudson 2013. rbprov",0.90,"Note: prefer 'Artists' autographs (Provenance)' if listed — mapped to closest RBMS verbatim when present"
"Artists' autographs (Provenance) Ledeker 2007. rbprov",PROPOSED,"Authors' autographs"," (Provenance) Ledeker 2007. rbprov",0.90,""
"Artists' autographs (Provenance) Russelle 2011. rbprov",PROPOSED,"Authors' autographs"," (Provenance) Russelle 2011. rbprov",0.90,""
"Artists' autographs (Provenance) Samson-Talleur 2007. rbprov",PROPOSED,"Authors' autographs"," (Provenance) Samson-Talleur 2007. rbprov",0.90,""
"Artists' books (Binding) rbbin",PROPOSED,"Artists' books"," (Binding) rbbin",0.90,
"Artists' books 1966. rbgenr",PROPOSED,"Artists' books"," 1966. rbgenr",0.90,
"Artists' books 1974. rbgenr",PROPOSED,"Artists' books"," 1974. rbgenr",0.90,
"Artists' books 1975. rbgenr",PROPOSED,"Artists' books"," 1975. rbgenr",0.90,
"Artists' books 1977. rbgenr",PROPOSED,"Artists' books"," 1977. rbgenr",0.90,
"Artists' books 1981. rbgenr",PROPOSED,"Artists' books"," 1981. rbgenr",0.90,
"Artists' books 1983. rbgenr",PROPOSED,"Artists' books"," 1983. rbgenr",0.90,
"Artists' books 1985. rbgenr",PROPOSED,"Artists' books"," 1985. rbgenr",0.90,
"Artists' books 1987. rbmscv",PROPOSED,"Artists' books"," 1987. rbmscv",0.90,
"Artists' books 1988. rbgenr",PROPOSED,"Artists' books"," 1988. rbgenr",0.90,
"Artists' books 1989. rbgenr",PROPOSED,"Artists' books"," 1989. rbgenr",0.90,
"Artists' books 1991. rbgenr",PROPOSED,"Artists' books"," 1991. rbgenr",0.90,
"Artists' books 1992. rbgenr",PROPOSED,"Artists' books"," 1992. rbgenr",0.90,
"Artists' books 1993. rbgenr",PROPOSED,"Artists' books"," 1993. rbgenr",0.90,
"Artists' books 1994. rbgenr",PROPOSED,"Artists' books"," 1994. rbgenr",0.90,
"Artists' books 1995. rbgenr",PROPOSED,"Artists' books"," 1995. rbgenr",0.90,
"Artists' books 1998. rbgenr",PROPOSED,"Artists' books"," 1998. rbgenr",0.90,
"Artists' books 1998. rbmscv",PROPOSED,"Artists' books"," 1998. rbmscv",0.90,
"Artists' books 2000-2009. rbgenr",PROPOSED,"Artists' books"," 2000-2009. rbgenr",0.90,
"Artists' books 2002. rbgenr",PROPOSED,"Artists' books"," 2002. rbgenr",0.90,
"Artists' books 2003. rbgenr",PROPOSED,"Artists' books"," 2003. rbgenr",0.90,
"Artists' books 2004. rbgenr",PROPOSED,"Artists' books"," 2004. rbgenr",0.90,
"Artists' books 2005. rbgenr",PROPOSED,"Artists' books"," 2005. rbgenr",0.90,
"Artists' books 2006. rbgenr",PROPOSED,"Artists' books"," 2006. rbgenr",0.90,
"Artists' books 2007. rbgenr",PROPOSED,"Artists' books"," 2007. rbgenr",0.90,
"Artists' books 2008. rbgenr",PROPOSED,"Artists' books"," 2008. rbgenr",0.90,
"Artists' books 2009. rbgenr",PROPOSED,"Artists' books"," 2009. rbgenr",0.90,
"Artists' books 2010. rbgenr",PROPOSED,"Artists' books"," 2010. rbgenr",0.90,
"Artists' books 2010-2019. rbgenr",PROPOSED,"Artists' books"," 2010-2019. rbgenr",0.90,
"Artists' books 2011. rbgenr",PROPOSED,"Artists' books"," 2011. rbgenr",0.90,
"Artists' books 2012. rbgenr",PROPOSED,"Artists' books"," 2012. rbgenr",0.90,
"Artists' books 2013. rbgenr",PROPOSED,"Artists' books"," 2013. rbgenr",0.90,
"Artists' books 2014. rbgenr",PROPOSED,"Artists' books"," 2014. rbgenr",0.90,
"Artists' books 2014. rbmscv",PROPOSED,"Artists' books"," 2014. rbmscv",0.90,
"Artists' books 2015. rbgenr",PROPOSED,"Artists' books"," 2015. rbgenr",0.90,
"Artists' books 2016. rbgenr",PROPOSED,"Artists' books"," 2016. rbgenr",0.90,
"Artists' books 2017. rbgenr",PROPOSED,"Artists' books"," 2017. rbgenr",0.90,
"Artists' books 2018. rbgenr",PROPOSED,"Artists' books"," 2018. rbgenr",0.90,
"Artists' books 2019. rbgenr",PROPOSED,"Artists' books"," 2019. rbgenr",0.90,
"Artists' books 2020. rbgenr",PROPOSED,"Artists' books"," 2020. rbgenr",0.90,
"Artists' books 2021. rbgenr",PROPOSED,"Artists' books"," 2021. rbgenr",0.90,
"Artists' books 2022. rbgenr",PROPOSED,"Artists' books"," 2022. rbgenr",0.90,
"Artists' books Alabama 21st century. rbgenr",PROPOSED,"Artists' books"," Alabama 21st century. rbgenr",0.90,
"Artists' books Alabama Tuscaloosa 2013. rbgenr",PROPOSED,"Artists' books"," Alabama Tuscaloosa 2013. rbgenr",0.90,
"Artists' books Alabama Tuscaloosa 2021. rbgenr",PROPOSED,"Artists' books"," Alabama Tuscaloosa 2021. rbgenr",0.90,
"Artists' books Alabama. rbgenr",PROPOSED,"Artists' books"," Alabama. rbgenr",0.90,
"Artists' books Alberta 21st century. rbgenr",PROPOSED,"Artists' books"," Alberta 21st century. rbgenr",0.90,
"Artists' books Arizona Tucson 20102. rbgenr",PROPOSED,"Artists' books"," Arizona Tucson 20102. rbgenr",0.90,
"Artists' books Australia 2012. rbgenr",PROPOSED,"Artists' books"," Australia 2012. rbgenr",0.90,
"Artists' books Belgium 20th century. rbgenr",PROPOSED,"Artists' books"," Belgium 20th century. rbgenr",0.90,
"Artists' books Belgium 21st century. rbgenr",PROPOSED,"Artists' books"," Belgium 21st century. rbgenr",0.90,
"Anti-communist literature. rbgenr",PROPOSED,"Anti-communist works",". rbgenr",0.9,
"Anti-Semitic literature Michigan Dearbon 1920 rbgenr",PROPOSED,"Anti-Jewish works"," Michigan Dearbon 1920 rbgenr",0.9,
"Antislavery literature Boston 1860. rbgenr",PROPOSED,"Anti-slavery works"," Boston 1860. rbgenr",0.9
